Date: 2025-08-14, Hour: 09:00, Room: Living Room, Sensor: Temperature Sensor, Value: 21.49°C, Status: High Temperature
Date: 2025-08-14, Hour: 12:05, Room: Living Room, Sensor: Humidity Sensor, Value: %69.12, Status: High Humidity
Date: 2025-08-14, Hour: 12:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %72.85, Status: High Humidity
Date: 2025-08-14, Hour: 12:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %68.85, Status: High Humidity
Date: 2025-08-14, Hour: 12:10, Room: Living Room, Sensor: Temperature Sensor, Value: 24.46°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.03°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.43°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:10, Room: Living Room, Sensor: Humidity Sensor, Value: %68.69, Status: High Humidity
Date: 2025-08-14, Hour: 12:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %69.32, Status: High Humidity
Date: 2025-08-14, Hour: 12:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %68.21, Status: High Humidity
Date: 2025-08-14, Hour: 12:15, Room: Living Room, Sensor: Temperature Sensor, Value: 24.53°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.1°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:15, Room: Living Room, Sensor: Humidity Sensor, Value: %68.74, Status: High Humidity
Date: 2025-08-14, Hour: 12:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %67.89, Status: High Humidity
Date: 2025-08-14, Hour: 12:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.38, Status: High Humidity
Date: 2025-08-14, Hour: 12:20, Room: Living Room, Sensor: Temperature Sensor, Value: 25.5°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.24°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.06°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:20, Room: Living Room, Sensor: Humidity Sensor, Value: %74.17, Status: High Humidity
Date: 2025-08-14, Hour: 12:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %67.67, Status: High Humidity
Date: 2025-08-14, Hour: 12:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %67.74, Status: High Humidity
Date: 2025-08-14, Hour: 12:25, Room: Living Room, Sensor: Temperature Sensor, Value: 26.25°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.56°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.82°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:25, Room: Living Room, Sensor: Humidity Sensor, Value: %68.93, Status: High Humidity
Date: 2025-08-14, Hour: 12:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %71.31, Status: High Humidity
Date: 2025-08-14, Hour: 12:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %71.55, Status: High Humidity
Date: 2025-08-14, Hour: 12:30, Room: Living Room, Sensor: Temperature Sensor, Value: 25.93°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.87°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.57°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:30, Room: Living Room, Sensor: Humidity Sensor, Value: %70.39, Status: High Humidity
Date: 2025-08-14, Hour: 12:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %68.87, Status: High Humidity
Date: 2025-08-14, Hour: 12:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %70.94, Status: High Humidity
Date: 2025-08-14, Hour: 12:35, Room: Living Room, Sensor: Temperature Sensor, Value: 26.28°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.53°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.23°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:35, Room: Living Room, Sensor: Humidity Sensor, Value: %71.94, Status: High Humidity
Date: 2025-08-14, Hour: 12:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %69.27, Status: High Humidity
Date: 2025-08-14, Hour: 12:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %71.86, Status: High Humidity
Date: 2025-08-14, Hour: 12:40, Room: Living Room, Sensor: Temperature Sensor, Value: 25.53°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.57°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.82°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:40, Room: Living Room, Sensor: Humidity Sensor, Value: %68.99, Status: High Humidity
Date: 2025-08-14, Hour: 12:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %72.86, Status: High Humidity
Date: 2025-08-14, Hour: 12:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %68.09, Status: High Humidity
Date: 2025-08-14, Hour: 12:45, Room: Living Room, Sensor: Temperature Sensor, Value: 25.4°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.91°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.5°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:45, Room: Living Room, Sensor: Humidity Sensor, Value: %71.34, Status: High Humidity
Date: 2025-08-14, Hour: 12:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %74.68, Status: High Humidity
Date: 2025-08-14, Hour: 12:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.39, Status: High Humidity
Date: 2025-08-14, Hour: 12:50, Room: Living Room, Sensor: Temperature Sensor, Value: 25.48°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.06°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.08°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:50, Room: Living Room, Sensor: Humidity Sensor, Value: %72.42, Status: High Humidity
Date: 2025-08-14, Hour: 12:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %73.25, Status: High Humidity
Date: 2025-08-14, Hour: 12:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %70.73, Status: High Humidity
Date: 2025-08-14, Hour: 12:55, Room: Living Room, Sensor: Temperature Sensor, Value: 25.78°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.28°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 23.99°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 12:55, Room: Living Room, Sensor: Humidity Sensor, Value: %74.7, Status: High Humidity
Date: 2025-08-14, Hour: 12:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %68.11, Status: High Humidity
Date: 2025-08-14, Hour: 12:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %71.66, Status: High Humidity
Date: 2025-08-14, Hour: 13:00, Room: Living Room, Sensor: Temperature Sensor, Value: 26.99°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.21°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.05°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:00, Room: Living Room, Sensor: Humidity Sensor, Value: %78.77, Status: High Humidity
Date: 2025-08-14, Hour: 13:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %72.29, Status: High Humidity
Date: 2025-08-14, Hour: 13:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %75.26, Status: High Humidity
Date: 2025-08-14, Hour: 13:05, Room: Living Room, Sensor: Temperature Sensor, Value: 26.85°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.1°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.39°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:05, Room: Living Room, Sensor: Humidity Sensor, Value: %75.36, Status: High Humidity
Date: 2025-08-14, Hour: 13:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %74.52, Status: High Humidity
Date: 2025-08-14, Hour: 13:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %73.52, Status: High Humidity
Date: 2025-08-14, Hour: 13:10, Room: Living Room, Sensor: Temperature Sensor, Value: 24.89°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.64°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:10, Room: Living Room, Sensor: Humidity Sensor, Value: %75.84, Status: High Humidity
Date: 2025-08-14, Hour: 13:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.42, Status: High Humidity
Date: 2025-08-14, Hour: 13:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %79.21, Status: High Humidity
Date: 2025-08-14, Hour: 13:15, Room: Living Room, Sensor: Temperature Sensor, Value: 26.07°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.04°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:15, Room: Living Room, Sensor: Humidity Sensor, Value: %76.04, Status: High Humidity
Date: 2025-08-14, Hour: 13:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %72.58, Status: High Humidity
Date: 2025-08-14, Hour: 13:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.78, Status: High Humidity
Date: 2025-08-14, Hour: 13:20, Room: Living Room, Sensor: Temperature Sensor, Value: 25.56°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.81°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:20, Room: Living Room, Sensor: Humidity Sensor, Value: %73.78, Status: High Humidity
Date: 2025-08-14, Hour: 13:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.36, Status: High Humidity
Date: 2025-08-14, Hour: 13:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.37, Status: High Humidity
Date: 2025-08-14, Hour: 13:25, Room: Living Room, Sensor: Temperature Sensor, Value: 25.69°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.18°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.75°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:25, Room: Living Room, Sensor: Humidity Sensor, Value: %74.4, Status: High Humidity
Date: 2025-08-14, Hour: 13:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %75.4, Status: High Humidity
Date: 2025-08-14, Hour: 13:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %78.93, Status: High Humidity
Date: 2025-08-14, Hour: 13:30, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.21°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:30, Room: Living Room, Sensor: Humidity Sensor, Value: %76.12, Status: High Humidity
Date: 2025-08-14, Hour: 13:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %73.23, Status: High Humidity
Date: 2025-08-14, Hour: 13:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.66, Status: High Humidity
Date: 2025-08-14, Hour: 13:35, Room: Living Room, Sensor: Temperature Sensor, Value: 24.94°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.22°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.74°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:35, Room: Living Room, Sensor: Humidity Sensor, Value: %72.7, Status: High Humidity
Date: 2025-08-14, Hour: 13:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.34, Status: High Humidity
Date: 2025-08-14, Hour: 13:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.87, Status: High Humidity
Date: 2025-08-14, Hour: 13:40, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.9°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.27°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:40, Room: Living Room, Sensor: Humidity Sensor, Value: %72.49, Status: High Humidity
Date: 2025-08-14, Hour: 13:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %74.21, Status: High Humidity
Date: 2025-08-14, Hour: 13:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.17, Status: High Humidity
Date: 2025-08-14, Hour: 13:45, Room: Living Room, Sensor: Temperature Sensor, Value: 25.2°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.51°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.27°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:45, Room: Living Room, Sensor: Humidity Sensor, Value: %76.59, Status: High Humidity
Date: 2025-08-14, Hour: 13:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.35, Status: High Humidity
Date: 2025-08-14, Hour: 13:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.59, Status: High Humidity
Date: 2025-08-14, Hour: 13:50, Room: Living Room, Sensor: Temperature Sensor, Value: 25.1°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.39°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:50, Room: Living Room, Sensor: Humidity Sensor, Value: %74.69, Status: High Humidity
Date: 2025-08-14, Hour: 13:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %74.51, Status: High Humidity
Date: 2025-08-14, Hour: 13:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %73.23, Status: High Humidity
Date: 2025-08-14, Hour: 13:55, Room: Living Room, Sensor: Temperature Sensor, Value: 25.4°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.33°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.92°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 13:55, Room: Living Room, Sensor: Humidity Sensor, Value: %74.1, Status: High Humidity
Date: 2025-08-14, Hour: 13:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %74.66, Status: High Humidity
Date: 2025-08-14, Hour: 13:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %79.13, Status: High Humidity
Date: 2025-08-14, Hour: 14:00, Room: Living Room, Sensor: Temperature Sensor, Value: 26.65°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.65°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.1°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:00, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-14, Hour: 14:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %78.19, Status: High Humidity
Date: 2025-08-14, Hour: 14:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-14, Hour: 14:05, Room: Living Room, Sensor: Temperature Sensor, Value: 26.01°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:05, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-14, Hour: 14:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-14, Hour: 14:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.01, Status: High Humidity
Date: 2025-08-14, Hour: 14:10, Room: Living Room, Sensor: Temperature Sensor, Value: 25.84°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.94°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.45°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:10, Room: Living Room, Sensor: Humidity Sensor, Value: %78.21, Status: High Humidity
Date: 2025-08-14, Hour: 14:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-14, Hour: 14:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %79.0, Status: High Humidity
Date: 2025-08-14, Hour: 14:15, Room: Living Room, Sensor: Temperature Sensor, Value: 26.76°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.68°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.48°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:15, Room: Living Room, Sensor: Humidity Sensor, Value: %75.13, Status: High Humidity
Date: 2025-08-14, Hour: 14:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-14, Hour: 14:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %75.75, Status: High Humidity
Date: 2025-08-14, Hour: 14:20, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.77°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:20, Room: Living Room, Sensor: Humidity Sensor, Value: %77.52, Status: High Humidity
Date: 2025-08-14, Hour: 14:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %79.65, Status: High Humidity
Date: 2025-08-14, Hour: 14:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %75.08, Status: High Humidity
Date: 2025-08-14, Hour: 14:25, Room: Living Room, Sensor: Temperature Sensor, Value: 25.49°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-14, Hour: 14:25, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
