Date,Hour,Sensor,Room,Sensor Value,Sensor Unit,Room Status
2025-08-14,13:55,Temperature Sensor,Living Room,25.4,°C,Normal Temperature
2025-08-14,13:55,Temperature Sensor,Kitchen,25.33,°C,Normal Temperature
2025-08-14,13:55,Temperature Sensor,Bedroom,26.92,°C,Normal Temperature
2025-08-14,13:55,Humidity Sensor,Living Room,74.1,%,High Humidity
2025-08-14,13:55,Humidity Sensor,Kitchen,74.66,%,High Humidity
2025-08-14,13:55,Humidity Sensor,Bedroom,79.13,%,High Humidity
2025-08-14,14:00,Temperature Sensor,Living Room,26.65,°C,Normal Temperature
2025-08-14,14:00,Temperature Sensor,Kitchen,26.65,°C,Normal Temperature
2025-08-14,14:00,Temperature Sensor,Bedroom,26.1,°C,Normal Temperature
2025-08-14,14:00,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,14:00,Humidity Sensor,Kitchen,78.19,%,High Humidity
2025-08-14,14:00,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,14:05,Temperature Sensor,Living Room,26.01,°C,Normal Temperature
2025-08-14,14:05,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,14:05,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,14:05,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,14:05,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,14:05,Humidity Sensor,Bedroom,77.01,%,High Humidity
2025-08-14,14:10,Temperature Sensor,Living Room,25.84,°C,Normal Temperature
2025-08-14,14:10,Temperature Sensor,Kitchen,26.94,°C,Normal Temperature
2025-08-14,14:10,Temperature Sensor,Bedroom,26.45,°C,Normal Temperature
2025-08-14,14:10,Humidity Sensor,Living Room,78.21,%,High Humidity
2025-08-14,14:10,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,14:10,Humidity Sensor,Bedroom,79.0,%,High Humidity
2025-08-14,14:15,Temperature Sensor,Living Room,26.76,°C,Normal Temperature
2025-08-14,14:15,Temperature Sensor,Kitchen,25.68,°C,Normal Temperature
2025-08-14,14:15,Temperature Sensor,Bedroom,25.48,°C,Normal Temperature
2025-08-14,14:15,Humidity Sensor,Living Room,75.13,%,High Humidity
2025-08-14,14:15,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,14:15,Humidity Sensor,Bedroom,75.75,%,High Humidity
2025-08-14,14:20,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,14:20,Temperature Sensor,Kitchen,25.77,°C,Normal Temperature
2025-08-14,14:20,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,14:20,Humidity Sensor,Living Room,77.52,%,High Humidity
2025-08-14,14:20,Humidity Sensor,Kitchen,79.65,%,High Humidity
2025-08-14,14:20,Humidity Sensor,Bedroom,75.08,%,High Humidity
2025-08-14,14:25,Temperature Sensor,Living Room,25.49,°C,Normal Temperature
2025-08-14,14:25,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,14:25,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,14:25,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,14:25,Humidity Sensor,Kitchen,77.62,%,High Humidity
2025-08-14,14:25,Humidity Sensor,Bedroom,75.07,%,High Humidity
2025-08-14,14:30,Temperature Sensor,Living Room,26.34,°C,Normal Temperature
2025-08-14,14:30,Temperature Sensor,Kitchen,25.95,°C,Normal Temperature
2025-08-14,14:30,Temperature Sensor,Bedroom,26.6,°C,Normal Temperature
2025-08-14,14:30,Humidity Sensor,Living Room,77.75,%,High Humidity
2025-08-14,14:30,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,14:30,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,14:35,Temperature Sensor,Living Room,25.84,°C,Normal Temperature
2025-08-14,14:35,Temperature Sensor,Kitchen,25.94,°C,Normal Temperature
2025-08-14,14:35,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,14:35,Humidity Sensor,Living Room,77.3,%,High Humidity
2025-08-14,14:35,Humidity Sensor,Kitchen,78.06,%,High Humidity
2025-08-14,14:35,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,14:40,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,14:40,Temperature Sensor,Kitchen,25.8,°C,Normal Temperature
2025-08-14,14:40,Temperature Sensor,Bedroom,26.69,°C,Normal Temperature
2025-08-14,14:40,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,14:40,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,14:40,Humidity Sensor,Bedroom,75.21,%,High Humidity
2025-08-14,14:45,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,14:45,Temperature Sensor,Kitchen,26.43,°C,Normal Temperature
2025-08-14,14:45,Temperature Sensor,Bedroom,25.6,°C,Normal Temperature
2025-08-14,14:45,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,14:45,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,14:45,Humidity Sensor,Bedroom,79.81,%,High Humidity
2025-08-14,14:50,Temperature Sensor,Living Room,25.73,°C,Normal Temperature
2025-08-14,14:50,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,14:50,Temperature Sensor,Bedroom,26.08,°C,Normal Temperature
2025-08-14,14:50,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,14:50,Humidity Sensor,Kitchen,76.06,%,High Humidity
2025-08-14,14:50,Humidity Sensor,Bedroom,77.46,%,High Humidity
2025-08-14,14:55,Temperature Sensor,Living Room,26.88,°C,Normal Temperature
2025-08-14,14:55,Temperature Sensor,Kitchen,26.67,°C,Normal Temperature
2025-08-14,14:55,Temperature Sensor,Bedroom,26.25,°C,Normal Temperature
2025-08-14,14:55,Humidity Sensor,Living Room,78.36,%,High Humidity
2025-08-14,14:55,Humidity Sensor,Kitchen,78.46,%,High Humidity
2025-08-14,14:55,Humidity Sensor,Bedroom,79.02,%,High Humidity
2025-08-14,15:00,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,15:00,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,15:00,Temperature Sensor,Bedroom,26.09,°C,Normal Temperature
2025-08-14,15:00,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,15:00,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,15:00,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,15:05,Temperature Sensor,Living Room,26.21,°C,Normal Temperature
2025-08-14,15:05,Temperature Sensor,Kitchen,26.13,°C,Normal Temperature
2025-08-14,15:05,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,15:05,Humidity Sensor,Living Room,78.64,%,High Humidity
2025-08-14,15:05,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,15:05,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,15:10,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,15:10,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,15:10,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,15:10,Humidity Sensor,Living Room,79.07,%,High Humidity
2025-08-14,15:10,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,15:10,Humidity Sensor,Bedroom,76.95,%,High Humidity
2025-08-14,15:15,Temperature Sensor,Living Room,26.86,°C,Normal Temperature
2025-08-14,15:15,Temperature Sensor,Kitchen,26.49,°C,Normal Temperature
2025-08-14,15:15,Temperature Sensor,Bedroom,26.97,°C,Normal Temperature
2025-08-14,15:15,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,15:15,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,15:15,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,15:20,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,15:20,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,15:20,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,15:20,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,15:20,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,15:20,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,15:25,Temperature Sensor,Living Room,26.58,°C,Normal Temperature
2025-08-14,15:25,Temperature Sensor,Kitchen,26.66,°C,Normal Temperature
2025-08-14,15:25,Temperature Sensor,Bedroom,26.12,°C,Normal Temperature
2025-08-14,15:25,Humidity Sensor,Living Room,78.55,%,High Humidity
2025-08-14,15:25,Humidity Sensor,Kitchen,79.54,%,High Humidity
2025-08-14,15:25,Humidity Sensor,Bedroom,79.24,%,High Humidity
2025-08-14,15:30,Temperature Sensor,Living Room,26.71,°C,Normal Temperature
2025-08-14,15:30,Temperature Sensor,Kitchen,26.92,°C,Normal Temperature
2025-08-14,15:30,Temperature Sensor,Bedroom,26.47,°C,Normal Temperature
2025-08-14,15:30,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,15:30,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,15:30,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,15:35,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,15:35,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,15:35,Temperature Sensor,Bedroom,26.08,°C,Normal Temperature
2025-08-14,15:35,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,15:35,Humidity Sensor,Kitchen,78.56,%,High Humidity
2025-08-14,15:35,Humidity Sensor,Bedroom,77.46,%,High Humidity
2025-08-14,15:40,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,15:40,Temperature Sensor,Kitchen,26.42,°C,Normal Temperature
2025-08-14,15:40,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,15:40,Humidity Sensor,Living Room,77.14,%,High Humidity
2025-08-14,15:40,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,15:40,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,15:45,Temperature Sensor,Living Room,25.99,°C,Normal Temperature
2025-08-14,15:45,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,15:45,Temperature Sensor,Bedroom,26.62,°C,Normal Temperature
2025-08-14,15:45,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,15:45,Humidity Sensor,Kitchen,76.42,%,High Humidity
2025-08-14,15:45,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,15:50,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,15:50,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,15:50,Temperature Sensor,Bedroom,26.84,°C,Normal Temperature
2025-08-14,15:50,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,15:50,Humidity Sensor,Kitchen,76.3,%,High Humidity
2025-08-14,15:50,Humidity Sensor,Bedroom,77.88,%,High Humidity
2025-08-14,15:55,Temperature Sensor,Living Room,26.54,°C,Normal Temperature
2025-08-14,15:55,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,15:55,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,15:55,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,15:55,Humidity Sensor,Kitchen,78.26,%,High Humidity
2025-08-14,15:55,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,16:00,Temperature Sensor,Living Room,26.0,°C,Normal Temperature
2025-08-14,16:00,Temperature Sensor,Kitchen,26.77,°C,Normal Temperature
2025-08-14,16:00,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,16:00,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,16:00,Humidity Sensor,Kitchen,75.61,%,High Humidity
2025-08-14,16:00,Humidity Sensor,Bedroom,75.87,%,High Humidity
2025-08-14,16:05,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,16:05,Temperature Sensor,Kitchen,26.25,°C,Normal Temperature
2025-08-14,16:05,Temperature Sensor,Bedroom,25.75,°C,Normal Temperature
2025-08-14,16:05,Humidity Sensor,Living Room,77.38,%,High Humidity
2025-08-14,16:05,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,16:05,Humidity Sensor,Bedroom,75.14,%,High Humidity
2025-08-14,16:10,Temperature Sensor,Living Room,25.96,°C,Normal Temperature
2025-08-14,16:10,Temperature Sensor,Kitchen,26.39,°C,Normal Temperature
2025-08-14,16:10,Temperature Sensor,Bedroom,26.37,°C,Normal Temperature
2025-08-14,16:10,Humidity Sensor,Living Room,77.18,%,High Humidity
2025-08-14,16:10,Humidity Sensor,Kitchen,77.24,%,High Humidity
2025-08-14,16:10,Humidity Sensor,Bedroom,78.3,%,High Humidity
2025-08-14,16:15,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,16:15,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,16:15,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,16:15,Humidity Sensor,Living Room,75.66,%,High Humidity
2025-08-14,16:15,Humidity Sensor,Kitchen,75.94,%,High Humidity
2025-08-14,16:15,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,16:20,Temperature Sensor,Living Room,26.13,°C,Normal Temperature
2025-08-14,16:20,Temperature Sensor,Kitchen,26.78,°C,Normal Temperature
2025-08-14,16:20,Temperature Sensor,Bedroom,26.21,°C,Normal Temperature
2025-08-14,16:20,Humidity Sensor,Living Room,76.85,%,High Humidity
2025-08-14,16:20,Humidity Sensor,Kitchen,75.15,%,High Humidity
2025-08-14,16:20,Humidity Sensor,Bedroom,78.18,%,High Humidity
2025-08-14,16:25,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,16:25,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,16:25,Temperature Sensor,Bedroom,26.63,°C,Normal Temperature
2025-08-14,16:25,Humidity Sensor,Living Room,78.56,%,High Humidity
2025-08-14,16:25,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,16:25,Humidity Sensor,Bedroom,76.86,%,High Humidity
2025-08-14,16:30,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,16:30,Temperature Sensor,Kitchen,26.77,°C,Normal Temperature
2025-08-14,16:30,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,16:30,Humidity Sensor,Living Room,77.07,%,High Humidity
2025-08-14,16:30,Humidity Sensor,Kitchen,79.37,%,High Humidity
2025-08-14,16:30,Humidity Sensor,Bedroom,80.0,%,High Humidity
2025-08-14,16:35,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,16:35,Temperature Sensor,Kitchen,26.62,°C,Normal Temperature
2025-08-14,16:35,Temperature Sensor,Bedroom,26.73,°C,Normal Temperature
2025-08-14,16:35,Humidity Sensor,Living Room,79.07,%,High Humidity
2025-08-14,16:35,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,16:35,Humidity Sensor,Bedroom,75.25,%,High Humidity
2025-08-14,16:40,Temperature Sensor,Living Room,26.34,°C,Normal Temperature
2025-08-14,16:40,Temperature Sensor,Kitchen,25.52,°C,Normal Temperature
2025-08-14,16:40,Temperature Sensor,Bedroom,25.48,°C,Normal Temperature
2025-08-14,16:40,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,16:40,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,16:40,Humidity Sensor,Bedroom,79.75,%,High Humidity
2025-08-14,16:45,Temperature Sensor,Living Room,25.96,°C,Normal Temperature
2025-08-14,16:45,Temperature Sensor,Kitchen,26.36,°C,Normal Temperature
2025-08-14,16:45,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,16:45,Humidity Sensor,Living Room,78.16,%,High Humidity
2025-08-14,16:45,Humidity Sensor,Kitchen,79.76,%,High Humidity
2025-08-14,16:45,Humidity Sensor,Bedroom,79.12,%,High Humidity
2025-08-14,16:50,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,16:50,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,16:50,Temperature Sensor,Bedroom,26.93,°C,Normal Temperature
2025-08-14,16:50,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,16:50,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,16:50,Humidity Sensor,Bedroom,79.86,%,High Humidity
2025-08-14,16:55,Temperature Sensor,Living Room,25.78,°C,Normal Temperature
2025-08-14,16:55,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,16:55,Temperature Sensor,Bedroom,25.66,°C,Normal Temperature
2025-08-14,16:55,Humidity Sensor,Living Room,80.0,%,High Humidity
2025-08-14,16:55,Humidity Sensor,Kitchen,80.0,%,High Humidity
2025-08-14,16:55,Humidity Sensor,Bedroom,78.73,%,High Humidity
2025-08-14,17:00,Temperature Sensor,Living Room,26.69,°C,Normal Temperature
2025-08-14,17:00,Temperature Sensor,Kitchen,26.21,°C,Normal Temperature
2025-08-14,17:00,Temperature Sensor,Bedroom,26.43,°C,Normal Temperature
2025-08-14,17:00,Humidity Sensor,Living Room,72.52,%,High Humidity
2025-08-14,17:00,Humidity Sensor,Kitchen,73.55,%,High Humidity
2025-08-14,17:00,Humidity Sensor,Bedroom,72.5,%,High Humidity
2025-08-14,17:05,Temperature Sensor,Living Room,26.11,°C,Normal Temperature
2025-08-14,17:05,Temperature Sensor,Kitchen,26.66,°C,Normal Temperature
2025-08-14,17:05,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,17:05,Humidity Sensor,Living Room,72.18,%,High Humidity
2025-08-14,17:05,Humidity Sensor,Kitchen,72.64,%,High Humidity
2025-08-14,17:05,Humidity Sensor,Bedroom,75.79,%,High Humidity
2025-08-14,17:10,Temperature Sensor,Living Room,25.59,°C,Normal Temperature
2025-08-14,17:10,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,17:10,Temperature Sensor,Bedroom,26.34,°C,Normal Temperature
2025-08-14,17:10,Humidity Sensor,Living Room,74.66,%,High Humidity
2025-08-14,17:10,Humidity Sensor,Kitchen,78.72,%,High Humidity
2025-08-14,17:10,Humidity Sensor,Bedroom,74.03,%,High Humidity
2025-08-14,17:15,Temperature Sensor,Living Room,26.1,°C,Normal Temperature
2025-08-14,17:15,Temperature Sensor,Kitchen,26.98,°C,Normal Temperature
2025-08-14,17:15,Temperature Sensor,Bedroom,26.72,°C,Normal Temperature
2025-08-14,17:15,Humidity Sensor,Living Room,76.15,%,High Humidity
2025-08-14,17:15,Humidity Sensor,Kitchen,75.48,%,High Humidity
2025-08-14,17:15,Humidity Sensor,Bedroom,73.05,%,High Humidity
2025-08-14,17:20,Temperature Sensor,Living Room,26.09,°C,Normal Temperature
2025-08-14,17:20,Temperature Sensor,Kitchen,25.31,°C,Normal Temperature
2025-08-14,17:20,Temperature Sensor,Bedroom,25.83,°C,Normal Temperature
2025-08-14,17:20,Humidity Sensor,Living Room,76.97,%,High Humidity
2025-08-14,17:20,Humidity Sensor,Kitchen,73.99,%,High Humidity
2025-08-14,17:20,Humidity Sensor,Bedroom,73.31,%,High Humidity
2025-08-14,17:25,Temperature Sensor,Living Room,26.47,°C,Normal Temperature
2025-08-14,17:25,Temperature Sensor,Kitchen,25.8,°C,Normal Temperature
2025-08-14,17:25,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,17:25,Humidity Sensor,Living Room,76.71,%,High Humidity
2025-08-14,17:25,Humidity Sensor,Kitchen,73.87,%,High Humidity
2025-08-14,17:25,Humidity Sensor,Bedroom,74.65,%,High Humidity
2025-08-14,17:30,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,17:30,Temperature Sensor,Kitchen,26.66,°C,Normal Temperature
2025-08-14,17:30,Temperature Sensor,Bedroom,25.21,°C,Normal Temperature
2025-08-14,17:30,Humidity Sensor,Living Room,73.08,%,High Humidity
2025-08-14,17:30,Humidity Sensor,Kitchen,78.18,%,High Humidity
2025-08-14,17:30,Humidity Sensor,Bedroom,75.04,%,High Humidity
2025-08-14,17:35,Temperature Sensor,Living Room,25.11,°C,Normal Temperature
2025-08-14,17:35,Temperature Sensor,Kitchen,25.23,°C,Normal Temperature
2025-08-14,17:35,Temperature Sensor,Bedroom,26.57,°C,Normal Temperature
2025-08-14,17:35,Humidity Sensor,Living Room,73.54,%,High Humidity
2025-08-14,17:35,Humidity Sensor,Kitchen,73.71,%,High Humidity
2025-08-14,17:35,Humidity Sensor,Bedroom,77.49,%,High Humidity
2025-08-14,17:40,Temperature Sensor,Living Room,26.89,°C,Normal Temperature
2025-08-14,17:40,Temperature Sensor,Kitchen,25.36,°C,Normal Temperature
2025-08-14,17:40,Temperature Sensor,Bedroom,25.75,°C,Normal Temperature
2025-08-14,17:40,Humidity Sensor,Living Room,74.6,%,High Humidity
2025-08-14,17:40,Humidity Sensor,Kitchen,73.64,%,High Humidity
2025-08-14,17:40,Humidity Sensor,Bedroom,77.04,%,High Humidity
2025-08-14,17:45,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,17:45,Temperature Sensor,Kitchen,26.87,°C,Normal Temperature
2025-08-14,17:45,Temperature Sensor,Bedroom,27.0,°C,Normal Temperature
2025-08-14,17:45,Humidity Sensor,Living Room,73.46,%,High Humidity
2025-08-14,17:45,Humidity Sensor,Kitchen,78.31,%,High Humidity
2025-08-14,17:45,Humidity Sensor,Bedroom,72.43,%,High Humidity
2025-08-14,17:50,Temperature Sensor,Living Room,25.1,°C,Normal Temperature
2025-08-14,17:50,Temperature Sensor,Kitchen,26.57,°C,Normal Temperature
2025-08-14,17:50,Temperature Sensor,Bedroom,25.46,°C,Normal Temperature
2025-08-14,17:50,Humidity Sensor,Living Room,78.59,%,High Humidity
2025-08-14,17:50,Humidity Sensor,Kitchen,76.79,%,High Humidity
2025-08-14,17:50,Humidity Sensor,Bedroom,79.19,%,High Humidity
2025-08-14,17:55,Temperature Sensor,Living Room,27.0,°C,Normal Temperature
2025-08-14,17:55,Temperature Sensor,Kitchen,27.0,°C,Normal Temperature
2025-08-14,17:55,Temperature Sensor,Bedroom,25.58,°C,Normal Temperature
2025-08-14,17:55,Humidity Sensor,Living Room,76.47,%,High Humidity
2025-08-14,17:55,Humidity Sensor,Kitchen,79.15,%,High Humidity
2025-08-14,17:55,Humidity Sensor,Bedroom,75.68,%,High Humidity
2025-08-14,18:00,Temperature Sensor,Living Room,25.65,°C,Normal Temperature
2025-08-14,18:00,Temperature Sensor,Kitchen,24.8,°C,Normal Temperature
